PP519112,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519172,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519194,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519199,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519200,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519201,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519209,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519211,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519213,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519217,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519218,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519220,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519221,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519236,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519247,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519252,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519283,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519809,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519830,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519831,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519838,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519857,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519860,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519879,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP519896,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
PP380212,"Zhejiang University of Traditional Chinese Medicine, Hangzhou Xixi Hospital",China,,,GenBank
PP380215,"Zhejiang University of Traditional Chinese Medicine, Hangzhou Xixi Hospital",China,,,GenBank
PP380230,"Zhejiang University of Traditional Chinese Medicine, Hangzhou Xixi Hospital",China,,,GenBank
PP380231,"Zhejiang University of Traditional Chinese Medicine, Hangzhou Xixi Hospital",China,,,GenBank
PP380234,"Zhejiang University of Traditional Chinese Medicine, Hangzhou Xixi Hospital",China,,,GenBank
PP380238,"Zhejiang University of Traditional Chinese Medicine, Hangzhou Xixi Hospital",China,,,GenBank
PP380249,"Zhejiang University of Traditional Chinese Medicine, Hangzhou Xixi Hospital",China,,,GenBank
PP697298,"Washington State Department of Health, Public Health Laboratories",USA,SAMN41012154,PRJNA749781,GenBank
PP697433,"Washington State Department of Health, Public Health Laboratories",USA,SAMN41012016,PRJNA749781,GenBank
PP700764,"Washington State Department of Health, Public Health Laboratories",USA,SAMN41019061,PRJNA749781,GenBank
PP700858,"Washington State Department of Health, Public Health Laboratories",USA,SAMN41018967,PRJNA749781,GenBank
PP701000,"Washington State Department of Health, Public Health Laboratories",USA,SAMN41018824,PRJNA749781,GenBank
PP627662,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP627721,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP628071,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP628504,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP628814,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP628827,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP629168,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP629242,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP629252,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP629253,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP629254,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP629255,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP629311,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP630229,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP630242,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP630243,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP630433,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP630443,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP630448,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
PP630677,"Washington State Department of Health, Public Health Laboratories",USA,,PRJNA749781,GenBank
BS007901,"Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,SAMD00738377,PRJDB17046,GenBank
BS008105,"Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,SAMD00738581,PRJDB17046,GenBank
PP609014,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN20976986,PRJNA704697,GenBank
PP609015,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN20976987,PRJNA704697,GenBank
PP613235,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN21000153,PRJNA704697,GenBank
PP613274,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN21000208,PRJNA704697,GenBank
PP613307,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN21000252,PRJNA704697,GenBank
PP613416,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN21000404,PRJNA704697,GenBank
PP613439,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN22978351,PRJNA704697,GenBank
PP613463,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN22978381,PRJNA704697,GenBank
PP613524,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN22978473,PRJNA704697,GenBank
PP613541,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN22978496,PRJNA704697,GenBank
PP613618,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN22978607,PRJNA704697,GenBank
PP613691,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN22978890,PRJNA704697,GenBank
PP613695,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN22978896,PRJNA704697,GenBank
PP613707,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN22978909,PRJNA704697,GenBank
PP613756,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN22978987,PRJNA704697,GenBank
PP613770,"NYC DOHMH, Bureau of the Public Health Laboratory",USA,SAMN22979001,PRJNA704697,GenBank
PP522355,"University of Cape Town, Department of Integrative Biomedical Sciences, Computational Biology Division",South Africa,,,GenBank
OR887433,"University of North Carolina at Chapel Hill, Epidemiology",,,,GenBank
OR887434,"University of North Carolina at Chapel Hill, Epidemiology",,,,GenBank
OR887435,"University of North Carolina at Chapel Hill, Epidemiology",,,,GenBank
OR887436,"University of North Carolina at Chapel Hill, Epidemiology",,,,GenBank
OR887437,"University of North Carolina at Chapel Hill, Epidemiology",,,,GenBank
OR887438,"University of North Carolina at Chapel Hill, Epidemiology",,,,GenBank
OY975765,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",United Kingdom,SAMEA14012785,PRJEB37886,GenBank
OY917923,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",United Kingdom,SAMEA13983866,PRJEB37886,GenBank
OY922794,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",United Kingdom,SAMEA12706889,PRJEB37886,GenBank
OY929124,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",United Kingdom,SAMEA13968298,PRJEB37886,GenBank
OY932377,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",United Kingdom,SAMEA12681470,PRJEB37886,GenBank
OY941572,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,SAMEA12673704,PRJEB37886,GenBank
OY942621,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,SAMEA12705396,PRJEB37886,GenBank
OY966514,"Quadram Institute Bioscience, Norwich Research Park Norwich Nr4 7Uq",United Kingdom,SAMEA13969302,PRJEB37886,GenBank
OY968344,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,SAMEA12655720,PRJEB37886,GenBank
OY909793,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",United Kingdom,SAMEA12729524,PRJEB37886,GenBank
OY889008,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",United Kingdom,SAMEA12721704,PRJEB37886,GenBank
OY891845,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",United Kingdom,SAMEA13987693,PRJEB37886,GenBank
OR729868,"Institute for developing Science and Health initiatives, ideSHi, Genomics and Bioinformatics",Bangladesh,,,GenBank
OR725981,"Egypt Army, Main Laboratories Of chemical warfare",Egypt,,,GenBank
OR725982,"Egypt Army, Main Laboratories Of chemical warfare",Egypt,,,GenBank
OR725983,"Egypt Army, Main Laboratories Of chemical warfare",Egypt,,,GenBank
OR717328,"Egypt Army, Main Laboratories Of chemical warfare",Egypt,,,GenBank
OR647515,"University of Venda, HIV/AIDS & Global Health Research Programme, and Department of Microbiology",South Africa,,,GenBank
OR626633,"Cornell University, Population Medicine and Diagnostic Sciences",USA,,,GenBank
OY622313,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113317444,PRJEB37886,GenBank
OY623760,"Suite 2, The Newnham Building, Chesterford Research Park, CB10 1XL",United Kingdom,SAMEA113316137,PRJEB37886,GenBank
OY624026,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113314953,PRJEB37886,GenBank
OY624534,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113316565,PRJEB37886,GenBank
OY624851,"Suite 2, The Newnham Building, Chesterford Research Park, CB10 1XL",United Kingdom,SAMEA113316641,PRJEB37886,GenBank
OY625982,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113315471,PRJEB37886,GenBank
OY626169,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113315718,PRJEB37886,GenBank
OY626693,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113319120,PRJEB37886,GenBank
OY626851,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113320928,PRJEB37886,GenBank
OY627239,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113317774,PRJEB37886,GenBank
OY627422,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113318134,PRJEB37886,GenBank
OY627815,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113321763,PRJEB37886,GenBank
OY628538,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113320904,PRJEB37886,GenBank
OY628597,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113319501,PRJEB37886,GenBank
OY628747,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113320068,PRJEB37886,GenBank
OY629011,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113320065,PRJEB37886,GenBank
OY631983,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113318031,PRJEB37886,GenBank
OY632324,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113321741,PRJEB37886,GenBank
OY632397,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113321597,PRJEB37886,GenBank
OY632544,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113319708,PRJEB37886,GenBank
OY632834,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113320519,PRJEB37886,GenBank
OY633491,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113320864,PRJEB37886,GenBank
OY635902,"Suite 2, The Newnham Building, Chesterford Research Park, CB10 1XL",United Kingdom,SAMEA113329201,PRJEB37886,GenBank
OY636411,"Yourgene Health, Citylabs 1.0, Nelson Street, Manchester, M13 9NQ",United Kingdom,SAMEA113330121,PRJEB37886,GenBank
OU260449,COVID-19 Genomics UK Consortium,United Kingdom,,,EMBL
OU265809,COVID-19 Genomics UK Consortium,United Kingdom,,,EMBL
OU293087,COVID-19 Genomics UK Consortium,United Kingdom,,,EMBL
OU335568,COVID-19 Genomics UK Consortium,United Kingdom,,,EMBL
OU398601,Robert Koch Institute,Germany,,,EMBL
MZ341320,,USA,,,EMBL
MZ746345,Utah Public Health Laboratory,USA,,,EMBL
OU358136,Robert Koch Institute,Germany,,,EMBL
BS001453,,Japan,,,EMBL
OU242646,COVID-19 Genomics UK Consortium,United Kingdom,,,EMBL
MZ491769,,USA,,,EMBL
OU360448,Robert Koch Institute,Germany,,,EMBL
MZ701873,,India,,,EMBL
MZ655085,CDC-OAMD,USA,,,EMBL
MZ690018,CDC-OAMD,USA,,,EMBL
OU706356,"Comenius University Science Park Laboratory of Genomics and Bioinformatics, Comenius University Science Park",Slovakia,,,EMBL
OU429099,Robert Koch Institute,Germany,,,EMBL
OU273271,COVID-19 Genomics UK Consortium,United Kingdom,,,EMBL
OU377291,COVID-19 Genomics UK Consortium,United Kingdom,,,EMBL
OU429828,COVID-19 Genomics UK Consortium,United Kingdom,,,EMBL
MZ888537,,Thailand,,,EMBL
OU576502,Swiss Pathogen Surveillance Platform (SPSP),Switzerland,,,EMBL
MZ518587,Utah Public Health Laboratory,USA,,,EMBL
OU271218,COVID-19 Genomics UK Consortium,United Kingdom,,,EMBL
OU326507,Robert Koch Institute,Germany,,,EMBL
MZ654959,CDC-OAMD,USA,,,EMBL
MZ779752,,USA,,,EMBL
